siRNA ID,Catalog Number,Gene Symbol,Gene Name,Alias,RefSeq,GenBank mRNA,Product Family,siRNA Type,Availability,siRNA Assay,Matched Keywords,,,,
s17649,4390824,RAB11B,RAB11B, member RAS oncogene family,H-YPT3,NM_004218.3,D38516.1;BP367041.1;EF560724.1;BT019536.1;BT019535.1;AK225036.1;CR536494.1;AK225642.1;CR541691.1;BX647356.1;BC110081.1;AK312994.1;AK297498.1;AF498947.1;X79780.1,,Silencer® Select,Inventoried,,*,,,
s719,4390824,PPP1CC,protein phosphatase 1 catalytic subunit gamma,PP-1G;PP1C;PPP1G,NM_002710.3;NM_001244974.1;XM_011538504.2;XM_011538505.2,AK297882.1;X74008.1;BC014073.2;L07395.1,,Silencer® Select,Inventoried,,*,,,,
s50,4390824,FKBP4,FK506 binding protein 4,FKBP51;FKBP52;FKBP59;HBI;Hsp56;PPIase;p52,XM_011520929.2;NM_002014.3,M88279.1;AK313918.1;BC002887.2;BC007924.2;BC001786.1,,Silencer® Select,Inventoried,,*,,,,
s16094,4390824,OGT,O-linked N-acetylglucosamine (GlcNAc) transferase,HINCUT-1;HRNT1;O-GLCNAC,NM_181672.2;NM_181673.2;XM_017029907.1;XM_017029908.1,AK313530.1;AL833085.2;AL050366.1;AF223393.1;U77413.1;BC038180.1;AF147394.1;BX537844.1;BC014434.1,,Silencer® Select,Inventoried,,*,,,,
s14043,4390824,TFPI,tissue factor pathway inhibitor,EPI;LACI;TFI;TFPI1,XM_011511707.2;XM_011511709.2;XM_011511708.1;XM_006712720.3;XM_005246819.1;XM_005246818.1,AK313562.1;AF021834.1;AB209866.1;J03225.1;BC015514.1,,Silencer® Select,Inventoried,,*,,,,
s224747,4390824,TPI1,triosephosphate isomerase 1,HEL-S-49;TIM;TPI;TPID,NM_001258026.1;NM_000365.5;NM_001159287.1,AK313282.1;BC015100.1;AK300661.1;BC009329.2;BC007086.1;BC018899.1;BC017165.1;AK129488.1;CR541702.1;BC017917.1;BC011611.2;AK298809.1;AK222638.1;EU794668.1;BC007812.2;M10036.1,,Silencer® Select,Inventoried,,*,,,,
s2823,4390824,CDK4,cyclin dependent kinase 4,CMM3;PSK-J3,NM_000075.3,M14505.1;BC005864.2;AK313701.1;AK310724.1;CR542247.1;BC010153.2;Z48970.1;U79269.1;AK297901.1;BC015669.2;BI832658.1;BC003644.2;CR407668.1,,Silencer® Select,Inventoried,,*,,,,
s116,4390824,CALR,calreticulin,CRT;HEL-S-99n;RO;SSA;cC1qR,NM_004343.3,BC020493.1;BC007911.1;BC002500.2;FJ224311.1;M84739.1;AK130190.1;M32294.1;AK223060.1,,Silencer® Select,Inventoried,,*,,,,
s25719,4390824,ATP2C1,ATPase secretory pathway Ca2+ transporting 1,ATP2C1A;BCPM;HHD;PMR1;SPCA1;hSPCA1,NM_014382.3;XM_017006164.1;XM_005247354.2;NM_001001486.1;NM_001001487.1;XM_005247358.2;NM_001001485.2;XM_005247356.2;NM_001199183.1;NM_001199182.1;NM_001199185.1;XM_005247355.2;NM_001199184.1;NM_001199179.1;NM_001199181.1;NM_001199180.1,AK304175.1;AK074692.1;AY268374.1;AF225981.1;AK299945.1;AB037768.1;BC028139.1;AK314342.1;AK304374.1;AF181120.1;AK296470.1;AF189723.2;AY268375.1;AF181121.1,,Silencer® Select,Inventoried,,*,,,,
s15514,4390824,TFPI2,tissue factor pathway inhibitor 2,PP5;REF1;TFPI-2,NM_006528.3;NM_001271003.1;NM_001271004.1,AK075427.1;AK024817.1;DA833200.1;AK075425.1;AY691946.1;AK313260.1;AK129833.1;BC005330.1;L27624.1;AK092499.1;D29992.1;BC034155.1,,Silencer® Select,Inventoried,,*,,,,
s11507,4390824,PTPN1,protein tyrosine phosphatase, non-receptor type 1,PTP1B,NM_001278618.1;NM_002827.3,AK316563.1;AK299830.1;M33689.1;BC015660.2;AU117677.1;BT006752.1;BC018164.1;M31724.1;AK290638.1,,Silencer® Select,Inventoried,,*,,,
s11087,4390824,PRKAR2A,protein kinase cAMP-dependent type II regulatory subunit alpha,PKR2;PRKAR2,XM_011533943.1;NM_001321982.1;NM_001321983.1;XM_011533942.2;XM_005265315.3;NM_001321989.1;NM_004157.3;XM_017006816.1;XM_017006815.1,BT007225.1;KU178276.1;BC002763.2;KU178277.1;X14968.1;AK293042.1,,Silencer® Select,Inventoried,,*,,,,
s11532,4390824,PTPN14,protein tyrosine phosphatase, non-receptor type 14,PEZ;PTP36,XM_017001941.1;NM_005401.4,X82676.1;HQ116786.1;BC101754.1;BC017300.2;BC104803.1;AK298120.1;AK291641.1,,Silencer® Select,Inventoried,,*,,,
s5278,4390824,FLNB,filamin B,ABP-278;ABP-280;AOI;FH1;FLN-B;FLN1L;LRS1;SCT;TABP;TAP,XM_005264978.1;NM_001164318.1;NM_001164319.1;NM_001164317.1;NM_001457.3,AL833551.1;AB209889.1;CR749793.1;AB371580.1;AF043045.1;AB191258.1;AF042166.1;AB371581.1;BX641085.1;AB371582.1,,Silencer® Select,Inventoried,,*,,,,
s731,4390824,KIF5B,kinesin family member 5B,HEL-S-61;KINH;KNS;KNS1;UKHC,NM_004521.2;XM_017016224.1,BC126281.1;BC126279.1;X65873.1;AK289413.1;FJ224324.1;AK299542.1,,Silencer® Select,Inventoried,,*,,,,
s8814,4390824,MAP3K11,mitogen-activated protein kinase kinase kinase 11,MEKK11;MLK-3;MLK3;PTK1;SPRK,NM_002419.3,BC064543.1;U07747.1;AB209655.1;AK315557.1;BC011263.2;AK092015.1;L32976.1;AK222781.1,,Silencer® Select,Inventoried,,*,,,,
s11524,4390824,PTPN11,protein tyrosine phosphatase, non-receptor type 11,BPTP3;CFC;JMML;METCDS;NS1;PTP-1D;PTP2C;SH-PTP2;SH-PTP3;SHP2,XM_006719526.2;NM_002834.3;NM_080601.1;XM_011538613.2;XM_017019722.1,L03535.1;D13540.1;BC008692.1;BT007106.1;L08807.1;X70766.1;S78088.1;AK289854.1;L07527.1,,Silencer® Select,Inventoried,,*,,,
s22824,4390824,RAB21,RAB21, member RAS oncogene family,,NM_014999.3,D42087.1;BC092475.1;AF091035.1;BC021901.1;BC009109.1,,Silencer® Select,Inventoried,,*,,,
s19302,4390824,OXSR1,oxidative stress responsive 1,OSR1,XM_017007602.1;XM_011534331.2;NM_005109.2;XM_005265638.2,AB017642.1;BC008726.2;AB029024.1,,Silencer® Select,Inventoried,,*,,,,
s353,4390824,RPL7,ribosomal protein L7,L7;humL7-1,XM_006716463.2;NM_000971.3,BC071894.1;BC071671.1;AK225254.1;X57958.1;AK291119.1;CR456773.1;L16558.1;BC087837.1;AK225246.1;BC008850.2;BC009599.1;X52967.1;BC006095.1;X57959.1;BC071895.1;AK313365.1,,Silencer® Select,Inventoried,,*,,,,
s12089,4390824,ABCE1,ATP binding cassette subfamily E member 1,ABC38;OABP;RLI;RLI1;RNASEL1;RNASELI;RNS4I,NM_002940.2;NM_001040876.1,X74987.1;BT009779.1;BC016283.1;AK315198.1;AB062293.1;X76388.1,,Silencer® Select,Inventoried,,*,,,,
s17369,4390824,USP10,ubiquitin specific peptidase 10,UBPO,NR_073577.1;NM_005153.2;NM_001272075.1;NR_073578.1;XM_006721332.1;XM_017023864.1;XM_017023863.1;XM_017023866.1;XM_017023865.1;XM_017023868.1;XM_017023867.1;XM_017023869.1;XM_011523441.1;XM_011523440.1;XM_011523443.1,BC000263.1;CR749515.1;AK299618.1;D80012.1;AL162049.1;AK055375.1;BX537402.1;AK315570.1;AK293304.1;BC064516.1,,Silencer® Select,Inventoried,,*,,,,
s757,4390824,TXNRD1,thioredoxin reductase 1,GRIM-12;TR;TR1;TRXR1;TXNR,NM_001261445.1;NM_001261446.1;NM_182742.2;NM_182729.2;NM_003330.3;NM_001093771.2;NM_182743.2,AF077367.1;AK312262.1;AK293322.1;CR536506.1;AJ001050.1;AK296495.1;BT019640.1;D88687.1;AK128515.1;AK308881.1;AF208018.1;AK226071.1;AK304241.1;AK129977.1;AY057105.1;AK295067.1;BC018122.1;X91247.1;S79851.1,,Silencer® Select,Inventoried,,*,,,,
s2522,4390824,CCND3,cyclin D3,,NM_001136126.2;NM_001287434.1;NM_001760.4;NM_001136125.2;NM_001136017.3;NM_001287427.1,BC011616.2;AB209825.1;CR542246.1;DA069566.1;AK315421.1;AK055519.1;AK097856.1;M90814.1;DC360231.1;M92287.1;DB110132.1;AK057206.1;AK096276.1,,Silencer® Select,Inventoried,,*,,,,
s865,4390824,ABL1,ABL proto-oncogene 1, non-receptor tyrosine kinase,ABL;JTK7;bcr/abl;c-ABL;c-ABL1;p150;v-abl,NM_005157.5;NM_007313.2,AB209642.1;JX565025.1;JX565024.1;BC117451.1;X16416.1;AB209456.1;M14752.1,,Silencer® Select,Inventoried,,*,,,
s10965,4390824,PPP2R1A,protein phosphatase 2 scaffold subunit Aalpha,MRD36;PP2A-Aalpha;PP2AAALPHA;PR65A,NM_014225.5;XM_017026929.1;NR_033500.1,AK293174.1;BC026733.1;AK290593.1;AK090488.1;AK130000.1;AK293493.1;AK299012.1;BC001537.2;AK291932.1;J02902.1;AK315700.1;AK091387.1;CR450340.1,,Silencer® Select,Inventoried,,*,,,,
s34897,4390824,IPPK,inositol-pentakisphosphate 2-kinase,C9orf12;INSP5K2;IP5K;IPK1;bA476B13.1,XM_017015041.1;NM_022755.5,AF351202.1;AK123694.1;AK023225.1;BC026154.2;AF520811.1;AK024267.1;AK096392.1,,Silencer® Select,Inventoried,,*,,,,
s3998,4390824,DDOST,dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit,AGER1;CDG1R;OKSWcl45;OST;OST48;WBP1,NM_005216.4,AB062391.1;AK296041.1;AK297009.1;CB988524.1;BC002594.2;D29643.1;AK315633.1,,Silencer® Select,Inventoried,,*,,,,
s31008,4390824,NAGK,N-acetylglucosamine kinase,GNK;HSA242910,NM_017567.4;XM_005264415.2;XM_011532957.1;XM_005264413.1;XM_005264412.4;XM_017004440.1,BC001029.2;AK297224.1;AK097223.1;AK222645.1;BC005371.1;CR457271.1;AL832837.1;AK001812.1;AJ242910.1,,Silencer® Select,Inventoried,,*,,,,
s10110,4390824,PCDH7,protocadherin 7,BH-Pcdh;BHPCDH;PPP1R120,XM_005248163.3;XM_011513842.2;NM_002589.2;NM_032457.3;XM_005248166.3;XM_005248164.3;XM_011513843.2;XM_017008259.1;XM_017008260.1;XM_017008261.1;NM_032456.2;XM_017008262.1;XM_017008263.1;XM_017008264.1;NM_001173523.1;XM_017008265.1;XM_017008266.1;XM_017008267.1;XM_017008268.1;XM_017008269.1;XM_017008270.1;XM_017008271.1;XM_017008272.1;XM_011513844.2,AB006756.1;AB006757.1;AB006755.1,,Silencer® Select,Inventoried,,*,,,,
s10524,4390824,PIK3CB,phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta,P110BETA;PI3K;PI3KBETA;PIK3C1,XM_011512896.1;XM_005247530.2;NM_001256045.1;NM_006219.2;XM_017006620.1;XM_017006621.1;XM_017006619.1;XM_011512895.2;XM_006713659.3,AK302937.1;AK293754.1;BC003393.1;S67334.1;CR749357.1;BC114432.1,,Silencer® Select,Inventoried,,*,,,
s15827,4390824,CDC7,cell division cycle 7,CDC7L1;HsCDC7;Hsk1;huCDC7,XM_005271241.2;NM_001134420.1;NM_001134419.1;XM_005271244.2;XM_017002427.1;XM_017002425.1;XM_017002426.1;NM_003503.3,BC110526.1;BC111044.1;AK298963.1;AK312726.1;AF015592.1;AB003698.1;BC110527.1;AF005209.1;AB209337.1,,Silencer® Select,Inventoried,,*,,,,
s475,4390824,CLTC,clathrin heavy chain,CHC;CHC17;CLH-17;CLTCL2;Hc,NM_001288653.1;NM_004859.3;XM_005257012.3,D21260.1;BC051800.2;AK127134.1;BC054489.1;BX640615.1,,Silencer® Select,Inventoried,,*,,,,
s9313,4390824,NCL,nucleolin,C23,NM_005381.2,AK091742.1;AK000250.1;AK128584.1;AK095897.1;AK000221.1;AK127608.1;AK001314.1;AK122805.1,,Silencer® Select,Inventoried,,*,,,,
s10040,4390824,PAPPA,pappalysin 1,ASBABP2;DIPLA1;IGFBP-4ase;PAPA;PAPP-A;PAPPA1,NM_002581.4;XM_006717129.2;XM_017014784.1,AK300129.1;X68280.1;BC078657.1,,Silencer® Select,Inventoried,,*,,,,
s8325,4390824,LTBR,lymphotoxin beta receptor,CD18;D12S370;LT-BETA-R;TNF-R-III;TNFCR;TNFR-RP;TNFR2-RP;TNFR3;TNFRSF3,XM_006718983.2;NM_002342.2;XM_005253688.1;NM_001270987.1,AK095418.1;BC026262.1;AK027080.1;L04270.1;AK293187.1,,Silencer® Select,Inventoried,,*,,,,
s11113,4390824,PKN1,protein kinase N1,DBK;PAK-1;PAK1;PKN;PKN-ALPHA;PRK1;PRKCL1,XM_011528128.1;NM_002741.3;NM_213560.1,AK292130.1;D26181.1;AK313886.1;AK123007.1;S75546.1;BC040061.1;U33053.1;BC094766.1,,Silencer® Select,Inventoried,,*,,,,
s16748,4390824,TNFRSF11A,TNF receptor superfamily member 11a,CD265;FEO;LOH18CR1;ODFR;OFE;OPTB7;OSTS;PDB2;RANK;TRANCER,XM_017026065.1;NM_003839.3;XM_017026066.1;XM_017026064.1;XM_011526244.2;XM_011526245.2;NM_001278268.1,HE659518.1;HF584702.1;AF018253.1,,Silencer® Select,Inventoried,,*,,,,
s2490,4390824,CBR1,carbonyl reductase 1,CBR;SDR21C1;hCBR1,NM_001286789.1;NM_001757.3,BT019843.1;CR541708.1;AB124848.1;AL548852.3;AK311219.1;AK294142.1;BC002511.2;BC015640.2;J04056.1;AK308691.1;AK314879.1,,Silencer® Select,Inventoried,,*,,,,
s223576,4390824,AKR1B1,aldo-keto reductase family 1 member B,ADR;ALDR1;ALR2;AR,XM_005250234.3;NM_001628.2,CR542203.1;BC010391.1;BC000260.1;AK313439.1;BC005387.1;M34720.1;AB209796.1;X15414.1;J05474.1;J05017.1;J04795.1;CR450351.1;AF328729.1;BT019859.1,,Silencer® Select,Inventoried,,*,,,,
s7260,4390824,IK,IK cytokine, down-regulator of HLA II,CSA2;RED;RER,NM_006083.3,AY007094.1;BC071964.1;AK293626.1;BC051295.1;AJ005579.1;AK225924.1;AF182645.1;AK312363.1;BC013005.2;AK097968.1;S74221.1,,Silencer® Select,Inventoried,,*,,,
s6446,4390824,HADH,hydroxyacyl-CoA dehydrogenase,HAD;HADH1;HADHSC;HCDH;HHF4;MSCHAD;SCHAD,XM_005262972.2;NM_005327.4;NM_001184705.2,X96752.1;AF001902.1;BC000306.2;AF001903.1;AK096018.1;AK314444.1,,Silencer® Select,Inventoried,,*,,,,
s14497,4390824,TUBA4A,tubulin alpha 4a,ALS22;H2-ALPHA;TUBA1,NM_006000.2;NM_001278552.1;XM_017004824.1,BC009238.2;AK054731.1;BT006731.1;AK299958.1,,Silencer® Select,Inventoried,,*,,,,
s28552,4390824,GPRC5B,G protein-coupled receptor class C group 5 member B,RAIG-2;RAIG2,XM_006721051.2;NM_001304771.1;XM_006721052.2;NM_016235.2,AL137684.1;AK075119.1;AK294680.1;AF181862.1;FJ529380.1;AK295204.1;BC034467.2;AK315989.1;AK302838.1;AJ276101.1;AK296754.1;AF202640.1,,Silencer® Select,Inventoried,,*,,,,
s8286,4390824,LRP3,LDL receptor related protein 3,,XM_005258945.1;NM_002333.3,BC007408.2;AK126750.1;AK316314.1;AK074751.1;DA496540.1;AK296536.1;AK129963.1;AB009462.1,,Silencer® Select,Inventoried,,*,,,,
s4608,4390824,ELAVL1,ELAV like RNA binding protein 1,ELAV1;HUR;Hua;MelG,NM_001419.2,AK301013.1;BU542524.1;BC003376.2;U38175.1;BT009793.1,,Silencer® Select,Inventoried,,*,,,,
s1254,4390824,ALDH3A2,aldehyde dehydrogenase 3 family member A2,ALDH10;FALDH;SLS,XM_011523732.1;XM_011523733.1;NM_001031806.1;XM_017024356.1;NM_000382.2;XM_017024357.1,BC002430.2;AK315096.1;AB208894.1;CR457422.1;CR749559.1;L47162.1;AK292381.1;AK000858.1;U46689.1,,Silencer® Select,Inventoried,,*,,,,
s1170,4390824,AGL,amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase,GDE,NM_000642.2;NM_000643.2;NM_000644.2;NM_000028.2;NM_000645.2;NM_000646.2;XM_017000501.1;XM_005270557.2,U84010.1;U84011.1;M85168.1;U84008.1;U84009.1;AB621804.1;AB208867.1;U84007.1;BC078663.1,,Silencer® Select,Inventoried,,*,,
s11638,4390824,PCYT2,phosphate cytidylyltransferase 2, ethanolamine,ET,XM_005256387.3;NM_001282204.1;XM_005256386.3;XM_017024910.1;XM_017024911.1;NM_001282203.1;NM_002861.4;XM_017024912.1;NM_001184917.2;XM_006722287.3;NM_001256433.2;NM_001256434.2;NM_001256435.2,AK316385.1;AY251539.1;BC010075.2;AK301723.1;D84307.1;AK297996.1;BX419403.2;AK093328.1;CR456779.1;AK315777.1;BC000351.2,,Silencer® Select,Inventoried,,*,,,
s14712,4390824,UROD,uroporphyrinogen decarboxylase,PCT;UPD,XM_005271169.1;NR_036510.1;NM_000374.4;XM_005271170.1,AF104431.1;AF104433.1;AF104427.1;AF104429.1;AF104423.1;AF104425.1;BM554255.1;AF104421.1;AF104438.1;AF104440.1;AF104434.1;BT006737.1;AF104436.1;AF104430.1;CR542057.1;AK293702.1;AF104432.1;AF104426.1;AK291877.1;AF104428.1;AF104422.1;AK309446.1;AF104424.1;DB462002.1;BC001778.1;CR456976.1;M14016.1;BX647308.1;AF104439.1;AK295284.1;AK315878.1;AF104435.1;AK310208.1;AF104437.1,,Silencer® Select,Inventoried,,*,,,,
s223973,4390824,KIF3C,kinesin family member 3C,,NM_002254.6;XM_005264299.2,AK293738.1;BC018932.2;AF018164.1;BC130423.1;BC092406.1;AK315324.1;BC042486.1;AF035621.1;BX571741.1;BC132783.1;BC144223.1,,Silencer® Select,Inventoried,,*,,,,
s5841,4390824,GLRX,glutaredoxin,GRX;GRX1,NM_001243659.1;NM_001243658.1;NM_001118890.1;NM_002064.2,AF069668.1;AK311868.1;BX106369.1;CR542165.1;BC005304.1;BC010965.1;BU949348.1;BT006689.1;CR450312.1;X76648.1;BP196332.1;AA485178.1;AF162769.1;D21238.1;BC106075.1;BG547098.1,,Silencer® Select,Inventoried,,*,,,,
s34825,4390824,TMPRSS3,transmembrane protease, serine 3,DFNB10;DFNB8;ECHOS1;TADG12,NM_024022.2;NM_032405.1;NM_001256317.1;NR_046020.1;NM_032404.2,AF267741.1;BC074847.2;AY358458.1;AY633572.1;DA643571.1;AK172842.1;DB217517.1;AB038159.1;AB038160.1;AB038158.1;AB038157.1;BC074846.2;AF201380.1,,Silencer® Select,Inventoried,,*,,,
s580,4390824,SLC16A1,solute carrier family 16 member 1,HHF7;MCT;MCT1;MCT1D,NM_001166496.1;NM_003051.3;XM_011542026.2;XM_011542027.2,AK094064.1;L31801.1;AK303603.1;AK312500.1;AL162079.1;AK000641.1;BC026317.1;AK296688.1;BC045664.1,,Silencer® Select,Inventoried,,*,,,,
s5657,4390824,KAT2A,lysine acetyltransferase 2A,GCN5;GCN5L2;PCAF-b;hGCN5,,AF029777.1,,Silencer® Select,Inventoried,,*,,,,
s132,4390824,UQCR11,ubiquinol-cytochrome c reductase, complex III subunit XI,0710008D09Rik;QCR10;UQCR,NM_006830.3,BC000462.2;BC003594.1;D55636.1,,Silencer® Select,Inventoried,,*,,,
s724,4390824,COQ6,coenzyme Q6, monooxygenase,CGI-10;CGI10;COQ10D6,NM_182476.2;XM_011536809.2;XM_011536808.1;NM_182480.2;XM_006720156.1;XM_011536807.1;XM_017021352.1;XM_017021351.1,BX648434.1;BC014181.2;AK222965.1;AK296040.1;AF132944.1;BC014483.1;AK130167.1;BX248000.1,,Silencer® Select,Inventoried,,*,,,
s33015,4390824,SCYL1,SCY1 like pseudokinase 1,GKLP;HT019;NKTL;NTKL;P105;SCAR21;TAPK;TEIF;TRAP,XM_005274118.3;NM_001048218.1;XM_017018032.1;XM_005274121.3;XM_017018033.1;XM_005274120.3;XM_017018030.1;NM_020680.3;XM_017018031.1;XM_017018029.1,AK314945.1;BC069233.1;AB047077.1;AF297709.1;BC009967.2;AB051428.1;AB051427.1;AF225424.1,,Silencer® Select,Inventoried,,*,,,,
s14937,4390824,XPO1,exportin 1,CRM1;emb;exp1,XM_011533097.1;XM_006712094.2;XM_011533098.1;XM_011533099.2;XM_005264544.1;NM_003400.3,Y08614.2;BX647758.1;AK289920.1;AK312426.1;BC032847.2;AL833550.1;D89729.1;CR749840.1,,Silencer® Select,Inventoried,,*,,,,
s13169,4390824,SMPD1,sphingomyelin phosphodiesterase 1,ASM;ASMASE;NPD,NM_000543.4;NM_001007593.2;NM_001318087.1;NM_001318088.1;XM_011520304.1;NR_134502.1;XM_011520303.1;NR_027400.2,AY649987.1;AB209775.1;X59960.1;HQ132747.1;AK292388.1;HQ132745.1;HQ132746.1;BC041164.1;HQ132748.1;X52679.1;X52678.1;M59916.1,,Silencer® Select,Inventoried,,*,,,,
s6986,4390824,HSPA8,heat shock protein family A (Hsp70) member 8,HEL-33;HEL-S-72p;HSC54;HSC70;HSC71;HSP71;HSP73;HSPA10;LAP-1;LAP1;NIP71,NM_153201.3;XM_011542798.1;NM_006597.5,BC016179.1;AK310467.1;AF352832.1;BC007276.1;AK096100.1;AK303935.1;FJ224294.1;AK292067.1;AB073886.1;AK300404.1;AK129885.1;AB034951.1;BC019816.2;EU668349.1;AK222628.1;BC016660.1,,Silencer® Select,Inventoried,,*,,,,
s37704,4390824,NIPA2,non imprinted in Prader-Willi/Angelman syndrome 2,,XM_017022645.1;XM_017022646.1;XM_011543880.2;XM_011543879.2;XM_011543878.2;XM_017022649.1;NM_001184888.1;XM_006720364.2;XM_017022650.1;XM_017022647.1;XM_006720365.2;XM_006720366.3;XM_017022648.1;XM_017022653.1;XM_017022654.1;XM_017022651.1;NM_001184889.1;NM_001008894.2;XM_017022652.1;NM_001008892.2;XM_017022657.1;XM_011543877.2;XM_017022658.1;XM_017022655.1;XM_017022656.1;XM_017022661.1;XM_017022662.1;NM_001008860.2;XM_017022659.1;XM_005272552.3;XM_017022660.1;XM_005272553.4;XM_017022663.1;XM_006720367.1;XM_005272546.3;NM_030922.6;XM_005272547.4;XM_005272550.3;XM_005272548.3,AK096305.1;AK313584.1;U90904.1;BC000957.3;AK300843.1,,Silencer® Select,Inventoried,,*,,,,
s1386,4390824,ANXA3,annexin A3,ANX3,NM_005139.2,M63310.1;BC000871.1;AK313945.1;M20560.1;CR407648.1,,Silencer® Select,Inventoried,,*,,,,
s368,4390824,ADAMTS5,ADAM metallopeptidase with thrombospondin type 1 motif 5,ADAM-TS 11;ADAM-TS 5;ADAM-TS5;ADAMTS-11;ADAMTS-5;ADAMTS11;ADMP-2,XM_011529448.2;NM_007038.4,BC093777.1;AF142099.1;BC093775.1;AF086358.1;AF141293.1,,Silencer® Select,Inventoried,,*,,,,
s10089,4390824,PC,pyruvate carboxylase,PCB,NM_001040716.1;XM_017017872.1;XM_005274032.4;XM_017017871.1;NM_022172.2;XM_017017870.1;XM_011545086.2;XM_017017869.1;XM_006718578.3;XM_017017868.1;NM_000920.3;XM_005274031.4,BC011617.2;U04641.1;U30891.1;S72370.1;AK297705.1,,Silencer® Select,Inventoried,,*,,,,
s3227,4390824,ABCC2,ATP binding cassette subfamily C member 2,ABC30;CMOAT;DJS;MRP2;cMRP,NM_000392.4;XM_006717630.3,X96395.2;U63970.1;U49248.1;BC136419.1,,Silencer® Select,Inventoried,,*,,,,
s9385,4390824,NDUFS2,NADH:ubiquinone oxidoreductase core subunit S2,CI-49,NM_001166159.1;XM_005245209.1;XM_005245208.2;XM_017001357.1;NM_004550.4,AK314807.1;AF050640.1;AF013160.1;BC001456.1;BC000170.2;BC008868.2;AK222618.1;AK301641.1;AK315977.1,,Silencer® Select,Inventoried,,*,,,,
s45637,4390824,PPP4R2,protein phosphatase 4 regulatory subunit 2,PP4R2,NM_174907.3;NM_001318025.1;NM_001318027.1;NM_001318026.1,AJ271448.2;AK289901.1;BC128137.1;BC110889.1;BC128136.1;AL833216.1;AF327345.1,,Silencer® Select,Inventoried,,*,,,,
s9199,4390824,MYO1C,myosin IC,MMI-beta;MMIb;NMI;myr2,NM_001080950.1;NM_001080779.1;NM_033375.4,AK292910.1;BC068013.1;AB210015.1;BC044891.1;AK304782.1;AK295761.1;AK172742.1;X98507.1,,Silencer® Select,Inventoried,,*,,,,
s909,4390824,ASIC1,acid sensing ion channel subunit 1,ACCN2;ASIC;BNaC2,NM_001095.3;XM_011538352.1;NR_046389.1;XM_011538350.1;XM_011538351.2;NM_020039.3;NM_001256830.1,AK293960.1;BC013891.2;HM991481.1;U78180.1;BC133707.1;AK290010.1;EU078959.1;U78181.1;AK311047.1,,Silencer® Select,Inventoried,,*,,,,
s229,4390824,CCND1,cyclin D1,BCL1;D11S287E;PRAD1;U21B31,NM_053056.2,BC001501.2;M73554.1;BC025302.1;AK299044.1;X59798.1;M74092.1;M64349.1;BC023620.2;BC000076.2;BC014078.2,,Silencer® Select,Inventoried,,*,,,,
s31414,4390824,AGK,acylglycerol kinase,CATC5;CTRCT38;MTDPS10;MULK,NM_018238.3;XM_005250023.3;XM_011516397.2,DB032353.1;AK222769.1;BC022777.1;AK299131.1;AK304502.1;AK001704.1;AJ278150.1,,Silencer® Select,Inventoried,,*,,,,
s63,4390824,PYCR1,pyrroline-5-carboxylate reductase 1,ARCL2B;ARCL3B;P5C;P5CR;PIG45;PP222;PRO3;PYCR,XM_011523584.2;NM_153824.2;XM_011523583.2;XM_011523585.2;XM_017024909.1;NM_006907.3;XM_005256381.2;NM_001282279.1;NM_001282281.1;NM_001282280.1,AK225879.1;BC022244.1;M77836.1;BC071842.1;BC001504.2;AF218000.1,,Silencer® Select,Inventoried,,*,,,,
s11713,4390824,RAC1,ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1),MIG5;Rac-1;TC-25;p21-Rac1,NM_006908.4;NM_018890.3,BC107748.1;BQ689587.1;BC050687.1;AY279384.1;AK054993.1;AK122742.1;AK291806.1;BT007121.1;AF498964.1;AJ132694.1;AB451363.1;AF136373.1;AB451238.1;M29870.1;BC004247.1;M31467.1;BG437715.1;AK291815.1,,Silencer® Select,Inventoried,,*,,,
s9822,4390824,ODC1,ornithine decarboxylase 1,ODC,NM_001287190.1;NM_001287188.1;NM_001287189.1;NM_002539.2,M16650.2;AK312766.1;AK301956.1;AK292352.1;X55362.1;BC025296.1;M20372.1,,Silencer® Select,Inventoried,,*,,,,
s7273,4390824,IL1R1,interleukin 1 receptor type 1,CD121A;D2S1473;IL-1R-alpha;IL1R;IL1RA;P80,NM_001320985.1;NM_001320984.1;NM_001320981.1;XM_011511115.2;NM_001320980.1;NM_001320983.1;XM_011511117.1;NM_001320982.1;XM_011511116.1;XM_011511118.2;NM_000877.3;XM_017003989.1;XM_005263930.4;NM_001320978.1;XM_005263934.4,CD013913.1;BC075062.2;CD013912.1;BC067508.1;BC067507.1;AK026803.1;X16896.1;M27492.1;BC075063.2;BC067506.1;CD014140.1,,Silencer® Select,Inventoried,,*,,,,
s31672,4390824,ACOT13,acyl-CoA thioesterase 13,HT012;PNAS-27;THEM2,NM_018473.3;NM_001160094.1,BG568305.1;DB214267.1;AF274952.1;AK000508.1;AF155649.1;BC000894.1;AF220186.1;AK309738.1,,Silencer® Select,Inventoried,,*,,,,
s720,4390824,PPP1CC,protein phosphatase 1 catalytic subunit gamma,PP-1G;PP1C;PPP1G,NM_002710.3;NM_001244974.1;XM_011538504.2;XM_011538505.2,AK297882.1;X74008.1;BC014073.2;L07395.1,,Silencer® Select,Inventoried,,*,,,,
